State_Name,District_Name,Agro_Climatic_Zone,Crop_Year,Season,Crop,Area_Sown,Production_Total,Yield_Kg_Ha,Precip_Seasonal_mm,Rain_Days_Extreme,Temp_Max_Avg,Heatwave_Days,Fertilizer_N_Tonnes,Fertilizer_P_Tonnes,Fertilizer_K_Tonnes,Net_Irrigated_Pct,Tubewell_Irrig_Pct,NPK_Total_Intensity_Kg_Ha,NPK_Balance_Ratio,Rainfall_Anomaly_Pct,Thermal_Stress_Index,Irrigation_Security_Score
Uttar Pradesh,Mathura,Western UP,2011-12,Rabi,Wheat,93009.3,331275.18,3561.7,72.2,0,31.8,1,16089.89,7240.45,2413.48,98.0,86.3,276.79,2.22,3.42,33.39,90.98
Uttar Pradesh,Mathura,Western UP,2012-13,Kharif,Rice,95955.9,264407.05,2755.5,856.6,5,34.3,0,12247.22,5143.83,2204.5,98.0,85.7,204.21,2.38,8.87,34.3,90.62
Uttar Pradesh,Mathura,Western UP,2012-13,Rabi,Wheat,102992.2,373032.68,3622.0,67.0,0,29.3,0,18862.15,8487.97,2829.32,98.0,85.7,293.03,2.22,-4.03,29.3,90.62
Uttar Pradesh,Mathura,Western UP,2013-14,Kharif,Rice,79701.9,222769.71,2795.0,1006.0,6,32.5,0,11939.48,5014.58,2149.11,95.0,86.4,239.68,2.38,27.86,32.5,89.84
Uttar Pradesh,Mathura,Western UP,2013-14,Rabi,Wheat,71001.1,259961.94,3661.4,89.1,0,31.2,1,11703.78,5266.7,1755.57,95.0,86.4,263.74,2.22,27.63,32.76,89.84
Uttar Pradesh,Mathura,Western UP,2014-15,Kharif,Rice,89677.5,257558.75,2872.1,773.6,5,34.4,0,12919.5,5426.19,2325.51,98.0,87.6,230.51,2.38,-1.68,34.4,91.76
Uttar Pradesh,Mathura,Western UP,2014-15,Rabi,Wheat,89933.0,277751.54,3088.4,86.4,0,33.6,5,15837.15,7126.72,2375.57,98.0,87.6,281.76,2.22,23.76,42.0,91.76
Uttar Pradesh,Mathura,Western UP,2015-16,Kharif,Rice,74352.7,165687.19,2228.4,402.9,5,34.4,0,10742.87,4512.0,1933.72,98.0,87.1,231.18,2.38,-48.79,34.4,91.46
Uttar Pradesh,Mathura,Western UP,2015-16,Rabi,Wheat,81921.8,312677.12,3816.8,50.7,0,32.4,0,13845.2,6230.34,2076.78,98.0,87.1,270.41,2.22,-27.38,32.4,91.46
Uttar Pradesh,Mathura,Western UP,2016-17,Kharif,Rice,76383.5,224049.0,2933.2,883.4,4,33.1,0,11542.19,4847.72,2077.59,97.1,87.5,241.77,2.38,12.27,33.1,91.34
Uttar Pradesh,Mathura,Western UP,2016-17,Rabi,Wheat,110302.2,423694.06,3841.2,104.6,0,29.9,0,20430.98,9193.94,3064.65,97.1,87.5,296.36,2.22,49.83,29.9,91.34
Uttar Pradesh,Mathura,Western UP,2017-18,Kharif,Rice,66844.3,186626.69,2792.0,995.6,6,33.6,0,9441.02,3965.23,1699.38,94.5,87.0,225.98,2.38,26.53,33.6,90.0
Uttar Pradesh,Mathura,Western UP,2017-18,Rabi,Wheat,76149.7,286471.84,3762.0,61.5,0,31.8,1,13730.88,6178.89,2059.63,94.5,87.0,288.5,2.22,-11.91,33.39,90.0
Uttar Pradesh,Mathura,Western UP,2018-19,Kharif,Rice,79814.5,250177.61,3134.5,908.9,4,34.9,0,12121.38,5090.98,2181.85,92.9,86.0,242.99,2.38,15.51,34.9,88.76
Uttar Pradesh,Mathura,Western UP,2018-19,Rabi,Wheat,89065.6,266237.16,2989.2,78.8,0,33.2,6,17029.78,7663.4,2554.47,92.9,86.0,305.93,2.22,12.88,43.16,88.76
Uttar Pradesh,Meerut,Western UP,1997-98,Kharif,Rice,85387.1,229304.38,2685.5,875.5,5,33.3,0,10529.0,4422.18,1895.22,86.3,79.4,197.29,2.38,15.3,33.3,82.16
Uttar Pradesh,Meerut,Western UP,1997-98,Rabi,Wheat,82582.7,228313.52,2764.7,70.3,0,33.6,2,12495.63,5623.03,1874.34,86.3,79.4,242.1,2.22,4.65,36.96,82.16
Uttar Pradesh,Meerut,Western UP,1998-99,Kharif,Rice,86881.7,213696.64,2459.6,749.2,6,31.9,0,9647.99,4052.15,1736.64,88.1,83.0,177.68,2.38,-1.33,31.9,85.04
Uttar Pradesh,Meerut,Western UP,1998-99,Rabi,Wheat,89398.9,284300.54,3180.1,54.7,0,29.7,0,14980.13,6741.06,2247.02,88.1,83.0,268.1,2.22,-18.57,29.7,85.04
Uttar Pradesh,Meerut,Western UP,1999-00,Kharif,Rice,110526.7,318393.05,2880.7,784.8,1,32.7,0,11820.34,4964.54,2127.66,89.8,84.2,171.11,2.38,3.35,32.7,86.44
Uttar Pradesh,Meerut,Western UP,1999-00,Rabi,Wheat,90872.1,281524.32,3098.0,54.1,0,30.5,0,13613.87,6126.24,2042.08,89.8,84.2,239.7,2.22,-19.47,30.5,86.44
Uttar Pradesh,Meerut,Western UP,2000-01,Kharif,Rice,90674.2,212528.61,2343.9,723.0,6,32.2,0,11837.57,4971.78,2130.76,88.3,81.9,208.88,2.38,-4.78,32.2,84.46
Uttar Pradesh,Meerut,Western UP,2000-01,Rabi,Wheat,68824.5,213008.63,3095.0,47.7,0,30.2,0,9761.88,4392.85,1464.28,88.3,81.9,226.94,2.22,-28.99,30.2,84.46
Uttar Pradesh,Meerut,Western UP,2001-02,Kharif,Rice,102059.8,253860.68,2487.4,816.4,3,33.5,0,11298.94,4745.55,2033.81,84.8,84.6,177.13,2.38,7.52,33.5,84.68
Uttar Pradesh,Meerut,Western UP,2001-02,Rabi,Wheat,68335.9,204583.48,2993.8,40.9,0,31.4,1,11753.93,5289.27,1763.09,84.8,84.6,275.2,2.22,-39.12,32.97,84.68
Uttar Pradesh,Meerut,Western UP,2002-03,Kharif,Rice,67318.4,145651.77,2163.6,380.7,3,33.3,0,7353.08,3088.29,1323.55,89.8,83.7,174.77,2.38,-49.86,33.3,86.14
Uttar Pradesh,Meerut,Western UP,2002-03,Rabi,Wheat,103963.0,343035.91,3299.6,27.4,0,29.6,0,16214.7,7296.61,2432.2,89.8,83.7,249.55,2.22,-59.21,29.6,86.14
Uttar Pradesh,Meerut,Western UP,2003-04,Kharif,Rice,87952.1,243720.3,2771.1,808.7,4,32.5,0,10678.49,4484.96,1922.13,84.4,80.2,194.26,2.38,6.5,32.5,81.88
Uttar Pradesh,Meerut,Western UP,2003-04,Rabi,Wheat,97059.8,283537.72,2921.3,76.4,0,32.1,2,14379.88,6470.95,2156.98,84.4,80.2,237.05,2.22,13.73,35.31,81.88
Uttar Pradesh,Meerut,Western UP,2004-05,Kharif,Rice,118282.1,298229.5,2521.3,544.6,1,32.6,0,13819.97,5804.39,2487.59,93.5,83.2,186.94,2.38,-28.28,32.6,87.32
Uttar Pradesh,Meerut,Western UP,2004-05,Rabi,Wheat,82692.3,264423.4,3197.7,45.0,0,31.5,1,14658.32,6596.25,2198.75,93.5,83.2,283.62,2.22,-33.01,33.08,87.32
Uttar Pradesh,Meerut,Western UP,2005-06,Kharif,Rice,83679.7,0.0,2892.9,793.0,7,34.1,0,9619.09,4040.02,1731.44,92.8,84.0,183.92,2.38,4.43,34.1,87.52
Uttar Pradesh,Meerut,Western UP,2005-06,Rabi,Wheat,85257.6,285430.99,3347.9,75.7,0,33.7,0,14197.65,6388.94,2129.65,92.8,84.0,266.44,2.22,12.69,33.7,87.52
Uttar Pradesh,Meerut,Western UP,2006-07,Kharif,Rice,69253.8,190014.15,2743.7,681.9,2,32.2,0,8533.78,3584.19,1536.08,96.4,84.3,197.16,2.38,-10.2,32.2,89.14
Uttar Pradesh,Meerut,Western UP,2006-07,Rabi,Wheat,83290.9,266063.73,3194.4,52.0,0,33.8,3,11003.08,4951.39,1650.46,96.4,84.3,211.37,2.22,-22.59,38.87,89.14
Uttar Pradesh,Meerut,Western UP,2007-08,Kharif,Rice,92062.3,224233.61,2435.7,767.1,5,33.0,0,11383.76,4781.18,2049.08,91.4,85.6,197.84,2.38,1.02,33.0,87.92
Uttar Pradesh,Meerut,Western UP,2007-08,Rabi,Wheat,86752.8,297995.12,3435.0,69.1,0,30.7,0,13035.18,5865.83,1955.28,91.4,85.6,240.41,2.22,2.86,30.7,87.92
Uttar Pradesh,Meerut,Western UP,2008-09,Kharif,Rice,109235.3,266849.55,2442.9,1037.9,8,32.7,0,12562.72,5276.34,2261.29,92.2,87.3,184.01,2.38,36.69,32.7,89.26
Uttar Pradesh,Meerut,Western UP,2008-09,Rabi,Wheat,76635.6,263653.85,3440.4,74.4,0,31.4,1,12639.57,5687.81,1895.94,92.2,87.3,263.89,2.22,10.75,32.97,89.26
Uttar Pradesh,Meerut,Western UP,2009-10,Kharif,Rice,97812.7,248713.61,2542.8,484.9,5,32.1,0,13148.68,5522.45,2366.76,97.8,88.8,215.08,2.38,-36.14,32.1,92.4
Uttar Pradesh,Meerut,Western UP,2009-10,Rabi,Wheat,106904.5,333339.77,3118.1,27.8,0,32.6,4,17159.08,7721.59,2573.86,97.8,88.8,256.81,2.22,-58.62,39.12,92.4
Uttar Pradesh,Meerut,Western UP,2010-11,Kharif,Rice,77512.4,214310.05,2764.8,785.2,5,32.4,0,10594.11,4449.53,1906.94,96.1,89.4,218.68,2.38,3.41,32.4,92.08
Uttar Pradesh,Meerut,Western UP,2010-11,Rabi,Wheat,95086.4,341649.36,3593.0,85.6,0,31.6,2,15896.23,7153.3,2384.43,96.1,89.4,267.48,2.22,27.42,34.76,92.08
Uttar Pradesh,Meerut,Western UP,2011-12,Kharif,Rice,80274.5,247500.4,3083.2,723.7,2,33.7,0,10545.73,4429.21,1898.23,90.1,86.1,210.19,2.38,-4.69,33.7,87.7
Uttar Pradesh,Meerut,Western UP,2011-12,Rabi,Wheat,80882.8,259800.64,3212.1,87.5,0,31.1,1,13211.13,5945.01,1981.67,90.1,86.1,261.34,2.22,30.25,32.66,87.7
Uttar Pradesh,Meerut,Western UP,2012-13,Kharif,Rice,76289.4,195480.42,2562.4,553.1,4,33.3,0,10712.92,4499.43,1928.33,93.3,88.2,224.68,2.38,-27.16,33.3,90.24
Uttar Pradesh,Meerut,Western UP,2012-13,Rabi,Wheat,92834.0,350374.19,3774.2,70.5,0,32.2,0,16213.71,7296.17,2432.06,93.3,88.2,279.44,2.22,4.95,32.2,90.24
Uttar Pradesh,Meerut,Western UP,2013-14,Kharif,Rice,95153.9,286683.43,3012.8,1164.4,3,32.8,0,13784.63,5789.55,2481.23,91.3,88.2,231.79,2.38,53.35,32.8,89.44
Uttar Pradesh,Meerut,Western UP,2013-14,Rabi,Wheat,81740.1,300322.96,3674.1,124.5,0,32.2,0,14761.46,6642.66,2214.22,91.3,88.2,288.94,2.22,85.33,32.2,89.44
Uttar Pradesh,Meerut,Western UP,2014-15,Kharif,Rice,83301.8,226133.03,2714.6,747.2,6,33.3,0,10010.54,4204.43,1801.9,92.6,84.8,192.28,2.38,-1.6,33.3,87.92
Uttar Pradesh,Meerut,Western UP,2014-15,Rabi,Wheat,81796.8,264377.56,3232.1,90.4,0,32.2,4,12806.95,5763.13,1921.04,92.6,84.8,250.51,2.22,34.57,38.64,87.92
Uttar Pradesh,Meerut,Western UP,2015-16,Kharif,Rice,77171.0,205621.56,2664.5,443.8,4,34.2,0,11246.59,4723.57,2024.39,98.0,88.4,233.18,2.38,-41.55,34.2,92.24
Uttar Pradesh,Meerut,Western UP,2015-16,Rabi,Wheat,73808.7,282330.83,3825.2,54.3,0,28.6,0,12643.28,5689.48,1896.49,98.0,88.4,274.08,2.22,-19.17,28.6,92.24
Uttar Pradesh,Meerut,Western UP,2016-17,Kharif,Rice,87652.6,282064.03,3218.0,754.4,3,34.2,0,13631.1,5725.06,2453.6,95.7,88.1,248.82,2.38,-0.65,34.2,91.14
Uttar Pradesh,Meerut,Western UP,2016-17,Rabi,Wheat,98651.2,350975.5,3557.7,76.1,0,31.3,3,17030.44,7663.7,2554.57,95.7,88.1,276.21,2.22,13.28,35.99,91.14
Uttar Pradesh,Meerut,Western UP,2017-18,Kharif,Rice,87731.3,266456.36,3037.2,996.6,5,32.6,0,12602.18,5292.92,2268.39,98.0,87.7,229.83,2.38,31.25,32.6,91.82
Uttar Pradesh,Meerut,Western UP,2017-18,Rabi,Wheat,114741.4,458277.21,3994.0,66.5,0,29.8,0,22151.34,9968.1,3322.7,98.0,87.7,308.89,2.22,-1.01,29.8,91.82
Uttar Pradesh,Meerut,Western UP,2018-19,Kharif,Rice,72227.4,216606.95,2999.0,712.2,3,33.7,0,10443.44,4386.25,1879.82,98.0,86.3,231.35,2.38,-6.21,33.7,90.98
Uttar Pradesh,Meerut,Western UP,2018-19,Rabi,Wheat,95158.7,377816.57,3970.4,90.5,0,30.1,0,15851.71,7133.27,2377.76,98.0,86.3,266.53,2.22,34.72,30.1,90.98
Uttar Pradesh,Muzaffarnagar,Western UP,1997-98,Kharif,Rice,92140.1,210637.26,2286.1,805.6,10,32.7,0,11087.18,4656.61,1995.69,84.6,80.5,192.53,2.38,3.63,32.7,82.14
Uttar Pradesh,Muzaffarnagar,Western UP,1997-98,Rabi,Wheat,76407.4,257073.97,3364.5,62.9,0,30.7,0,11891.12,5351.0,1783.67,84.6,80.5,249.0,2.22,-6.87,30.7,82.14
Uttar Pradesh,Muzaffarnagar,Western UP,1998-99,Kharif,Rice,90816.1,225417.11,2482.1,870.8,8,34.5,0,10182.83,4276.79,1832.91,88.7,84.2,179.4,2.38,12.02,34.5,86.0
Uttar Pradesh,Muzaffarnagar,Western UP,1998-99,Rabi,Wheat,117578.3,368397.55,3133.2,88.0,0,32.2,2,18079.65,8135.84,2711.95,88.7,84.2,246.03,2.22,30.29,35.42,86.0
Uttar Pradesh,Muzaffarnagar,Western UP,1999-00,Kharif,Rice,88033.6,251220.87,2853.7,751.3,3,32.0,0,8863.93,3722.85,1595.51,88.6,83.8,161.1,2.38,-3.35,32.0,85.72
Uttar Pradesh,Muzaffarnagar,Western UP,1999-00,Rabi,Wheat,98558.4,330576.76,3354.1,68.1,0,28.6,0,14589.9,6565.46,2188.49,88.6,83.8,236.85,2.22,0.83,28.6,85.72
Uttar Pradesh,Muzaffarnagar,Western UP,2000-01,Kharif,Rice,79480.9,223251.58,2808.9,667.2,2,31.6,0,9463.05,3974.48,1703.35,91.6,77.0,190.5,2.38,-14.17,31.6,82.84
Uttar Pradesh,Muzaffarnagar,Western UP,2000-01,Rabi,Wheat,97190.3,283080.76,2912.6,50.6,0,33.3,5,13838.59,6227.36,2075.79,91.6,77.0,227.82,2.22,-25.08,41.62,82.84
Uttar Pradesh,Muzaffarnagar,Western UP,2001-02,Kharif,Rice,83314.9,255230.17,3063.4,776.7,1,32.8,0,8904.39,3739.85,1602.79,89.1,83.1,171.0,2.38,-0.08,32.8,85.5
Uttar Pradesh,Muzaffarnagar,Western UP,2001-02,Rabi,Wheat,92256.2,320426.48,3473.2,57.0,0,31.0,0,12919.15,5813.62,1937.87,89.1,83.1,224.06,2.22,-15.61,31.0,85.5
Uttar Pradesh,Muzaffarnagar,Western UP,2002-03,Kharif,Rice,83899.3,240357.56,2864.8,493.0,4,33.3,0,10013.37,4205.62,1802.41,93.2,84.9,190.96,2.38,-36.58,33.3,88.22
Uttar Pradesh,Muzaffarnagar,Western UP,2002-03,Rabi,Wheat,120903.8,429652.48,3553.7,34.9,0,32.0,2,19443.93,8749.77,2916.59,93.2,84.9,257.31,2.22,-48.33,35.2,88.22
Uttar Pradesh,Muzaffarnagar,Western UP,2003-04,Kharif,Rice,118495.0,348724.86,2943.0,775.9,6,33.0,0,14955.0,6281.1,2691.9,87.2,82.7,201.93,2.38,-0.19,33.0,84.5
Uttar Pradesh,Muzaffarnagar,Western UP,2003-04,Rabi,Wheat,104423.5,300738.77,2880.0,85.5,0,32.9,5,17068.63,7680.88,2560.29,87.2,82.7,261.53,2.22,26.59,41.12,84.5
Uttar Pradesh,Muzaffarnagar,Western UP,2004-05,Kharif,Rice,83247.0,243139.49,2920.7,590.5,4,33.7,0,9421.54,3957.05,1695.88,90.0,83.2,181.08,2.38,-24.04,33.7,85.92
Uttar Pradesh,Muzaffarnagar,Western UP,2004-05,Rabi,Wheat,113544.9,336796.42,2966.2,51.2,0,33.4,6,18540.25,8343.11,2781.04,90.0,83.2,261.26,2.22,-24.19,43.42,85.92
Uttar Pradesh,Muzaffarnagar,Western UP,2005-06,Kharif,Rice,103973.6,307198.88,2954.6,830.3,5,33.0,0,12817.48,5383.34,2307.15,89.5,84.9,197.24,2.38,6.81,33.0,86.74
Uttar Pradesh,Muzaffarnagar,Western UP,2005-06,Rabi,Wheat,110814.5,350119.51,3159.5,28.7,0,32.1,4,19256.97,8665.63,2888.54,89.5,84.9,278.04,2.22,-57.51,38.52,86.74
Uttar Pradesh,Muzaffarnagar,Western UP,2006-07,Kharif,Rice,100700.7,286089.44,2841.0,836.5,9,33.4,0,12968.93,5446.95,2334.41,96.4,88.4,206.06,2.38,7.61,33.4,91.6
Uttar Pradesh,Muzaffarnagar,Western UP,2006-07,Rabi,Wheat,105580.8,411633.1,3898.7,83.9,0,28.3,0,16305.82,7337.62,2445.87,96.4,88.4,247.1,2.22,24.22,28.3,91.6
Uttar Pradesh,Muzaffarnagar,Western UP,2007-08,Kharif,Rice,81126.4,262864.6,3240.2,796.7,5,32.3,0,11178.57,4695.0,2012.14,94.8,85.6,220.47,2.38,2.49,32.3,89.28
Uttar Pradesh,Muzaffarnagar,Western UP,2007-08,Rabi,Wheat,96886.4,377962.14,3901.1,75.4,0,31.0,0,16136.92,7261.61,2420.54,94.8,85.6,266.49,2.22,11.64,31.0,89.28
Uttar Pradesh,Muzaffarnagar,Western UP,2008-09,Kharif,Rice,81439.4,206667.43,2537.7,1027.4,12,32.8,0,10586.2,4446.21,1905.52,96.9,87.2,207.98,2.38,32.17,32.8,91.08
Uttar Pradesh,Muzaffarnagar,Western UP,2008-09,Rabi,Wheat,88902.2,334957.7,3767.7,71.8,0,32.9,3,15547.11,6996.2,2332.07,96.9,87.2,279.81,2.22,6.31,37.83,91.08
Uttar Pradesh,Muzaffarnagar,Western UP,2009-10,Kharif,Rice,92774.8,272844.6,2940.9,571.3,2,33.1,0,11560.24,4855.3,2080.84,97.0,84.0,199.37,2.38,-26.51,33.1,89.2
Uttar Pradesh,Muzaffarnagar,Western UP,2009-10,Rabi,Wheat,90087.4,333859.7,3706.0,49.4,0,31.7,2,16650.91,7492.91,2497.64,97.0,84.0,295.73,2.22,-26.86,34.87,89.2
Uttar Pradesh,Muzaffarnagar,Western UP,2010-11,Kharif,Rice,92399.7,234298.45,2535.7,546.1,4,32.6,0,12496.52,5248.54,2249.37,91.0,89.9,216.39,2.38,-29.75,32.6,90.34
Uttar Pradesh,Muzaffarnagar,Western UP,2010-11,Rabi,Wheat,100811.6,393826.67,3906.6,53.4,0,30.1,0,17224.19,7750.89,2583.63,91.0,89.9,273.37,2.22,-20.94,30.1,90.34
Uttar Pradesh,Muzaffarnagar,Western UP,2011-12,Kharif,Rice,79991.0,264432.61,3305.8,821.0,3,34.0,0,9848.66,4136.44,1772.76,96.9,91.3,197.0,2.38,5.61,34.0,93.54
Uttar Pradesh,Muzaffarnagar,Western UP,2011-12,Rabi,Wheat,83509.6,341606.15,4090.6,59.1,0,31.0,0,13752.51,6188.63,2062.88,96.9,91.3,263.49,2.22,-12.5,31.0,93.54
Uttar Pradesh,Muzaffarnagar,Western UP,2012-13,Kharif,Rice,106660.3,314811.28,2951.5,916.4,6,32.3,0,15109.38,6345.94,2719.69,91.1,86.4,226.65,2.38,17.89,32.3,88.28
Uttar Pradesh,Muzaffarnagar,Western UP,2012-13,Rabi,Wheat,103257.1,402748.03,3900.4,83.2,0,32.6,2,17156.29,7720.33,2573.44,91.1,86.4,265.84,2.22,23.18,35.86,88.28
Uttar Pradesh,Muzaffarnagar,Western UP,2013-14,Kharif,Rice,60190.9,213348.51,3544.5,1086.2,3,32.7,0,7955.19,3341.18,1431.93,95.4,87.0,211.47,2.38,39.73,32.7,90.36
Uttar Pradesh,Muzaffarnagar,Western UP,2013-14,Rabi,Wheat,93658.4,394597.3,4213.2,78.5,0,30.6,0,16037.33,7216.8,2405.6,95.4,87.0,273.97,2.22,16.23,30.6,90.36
Uttar Pradesh,Muzaffarnagar,Western UP,2014-15,Kharif,Rice,85461.7,253897.42,2970.9,755.8,7,30.8,0,11493.63,4827.32,2068.85,98.0,86.8,215.18,2.38,-2.77,30.8,91.28
Uttar Pradesh,Muzaffarnagar,Western UP,2014-15,Rabi,Wheat,79399.7,336545.71,4238.6,98.0,0,30.6,0,14282.65,6427.19,2142.4,98.0,86.8,287.81,2.22,45.1,30.6,91.28
Uttar Pradesh,Muzaffarnagar,Western UP,2015-16,Kharif,Rice,102412.3,315208.7,3077.8,505.7,1,33.8,0,13758.11,5778.41,2476.46,98.0,85.9,214.94,2.38,-34.95,33.8,90.74
Uttar Pradesh,Muzaffarnagar,Western UP,2015-16,Rabi,Wheat,108989.9,468833.52,4301.6,67.0,0,31.3,0,19380.71,8721.32,2907.11,98.0,85.9,284.51,2.22,-0.8,31.3,90.74
Uttar Pradesh,Muzaffarnagar,Western UP,2016-17,Kharif,Rice,115746.5,351666.47,3038.2,850.4,10,32.7,0,14437.52,6063.76,2598.75,96.7,85.8,199.57,2.38,9.4,32.7,90.16
Uttar Pradesh,Muzaffarnagar,Western UP,2016-17,Rabi,Wheat,90484.0,394567.13,4360.6,71.5,0,30.5,0,16200.6,7290.27,2430.09,96.7,85.8,286.47,2.22,5.86,30.5,90.16
Uttar Pradesh,Muzaffarnagar,Western UP,2017-18,Kharif,Rice,99866.5,334843.22,3352.9,1010.2,3,33.4,0,12254.02,5146.69,2205.72,98.0,90.1,196.33,2.38,29.95,33.4,93.26
Uttar Pradesh,Muzaffarnagar,Western UP,2017-18,Rabi,Wheat,107038.7,446194.01,4168.5,82.6,0,32.3,1,18462.07,8307.93,2769.31,98.0,90.1,275.97,2.22,22.3,33.91,93.26
Uttar Pradesh,Muzaffarnagar,Western UP,2018-19,Kharif,Rice,88603.9,299666.81,3382.1,843.3,4,31.8,0,12531.47,5263.22,2255.66,98.0,85.8,226.29,2.38,8.48,31.8,90.68
Uttar Pradesh,Muzaffarnagar,Western UP,2018-19,Rabi,Wheat,99820.8,441710.0,4425.0,56.9,0,33.8,1,17769.74,7996.38,2665.46,98.0,85.8,284.83,2.22,-15.75,35.49,90.68
Uttar Pradesh,Shamli,Western UP,2011-12,Kharif,Rice,106367.0,343332.62,3227.8,728.5,2,34.2,0,12682.07,5326.47,2282.77,89.5,85.2,190.77,2.38,-7.33,34.2,86.92
Uttar Pradesh,Shamli,Western UP,2011-12,Rabi,Wheat,111203.2,380321.18,3420.1,90.4,0,31.8,3,19210.22,8644.6,2881.53,89.5,85.2,276.4,2.22,43.68,36.57,86.92
Uttar Pradesh,Shamli,Western UP,2012-13,Kharif,Rice,95382.9,284499.28,2982.7,912.2,4,32.9,0,13257.06,5567.96,2386.27,96.2,84.3,222.38,2.38,16.04,32.9,89.06
Uttar Pradesh,Shamli,Western UP,2012-13,Rabi,Wheat,101002.6,371921.33,3682.3,81.7,0,30.6,0,19109.39,8599.23,2866.41,96.2,84.3,302.72,2.22,29.85,30.6,89.06
Uttar Pradesh,Shamli,Western UP,2013-14,Kharif,Rice,90661.2,267217.69,2947.4,1204.0,5,34.8,0,12432.26,5221.55,2237.81,92.8,90.5,219.41,2.38,53.16,34.8,91.42
Uttar Pradesh,Shamli,Western UP,2013-14,Rabi,Wheat,90356.4,0.0,3561.7,73.0,0,32.4,1,15999.33,7199.7,2399.9,92.8,90.5,283.31,2.22,16.02,34.02,91.42
Uttar Pradesh,Shamli,Western UP,2014-15,Kharif,Rice,77966.7,238347.44,3057.0,801.0,6,34.0,0,10238.58,4300.2,1842.94,98.0,87.2,210.11,2.38,1.89,34.0,91.52
Uttar Pradesh,Shamli,Western UP,2014-15,Rabi,Wheat,78194.3,307351.59,3930.6,58.2,0,29.5,0,14229.23,6403.16,2134.39,98.0,87.2,291.16,2.22,-7.5,29.5,91.52
Uttar Pradesh,Shamli,Western UP,2015-16,Kharif,Rice,97932.5,291920.56,2980.8,504.7,2,33.3,0,13525.55,5680.73,2434.6,98.0,88.2,220.98,2.38,-35.8,33.3,92.12
Uttar Pradesh,Shamli,Western UP,2015-16,Rabi,Wheat,92188.5,362974.85,3937.3,45.8,0,32.6,1,17677.29,7954.78,2651.59,98.0,88.2,306.8,2.22,-27.21,34.23,92.12
Uttar Pradesh,Shamli,Western UP,2016-17,Kharif,Rice,85999.0,274131.86,3187.6,857.1,3,34.8,0,11660.15,4897.27,2098.83,98.0,89.3,216.94,2.38,9.03,34.8,92.78
Uttar Pradesh,Shamli,Western UP,2016-17,Rabi,Wheat,89866.1,339748.0,3780.6,61.5,0,33.5,3,15885.09,7148.29,2382.76,98.0,89.3,282.82,2.22,-2.25,38.52,92.78
Uttar Pradesh,Shamli,Western UP,2017-18,Kharif,Rice,92277.8,284222.58,3080.1,1161.3,7,32.6,0,13288.04,5580.98,2391.85,98.0,87.0,230.4,2.38,47.73,32.6,91.4
Uttar Pradesh,Shamli,Western UP,2017-18,Rabi,Wheat,93760.8,373896.84,3987.8,58.6,0,32.3,2,15923.4,7165.53,2388.51,98.0,87.0,271.73,2.22,-6.86,35.53,91.4
Uttar Pradesh,Shamli,Western UP,2018-19,Kharif,Rice,84518.2,264509.46,3129.6,761.0,3,33.5,0,11816.44,4962.91,2126.96,97.6,89.2,223.7,2.38,-3.19,33.5,92.56
Uttar Pradesh,Shamli,Western UP,2018-19,Rabi,Wheat,77777.6,312346.13,4015.9,78.6,0,29.2,0,14264.38,6418.97,2139.66,97.6,89.2,293.44,2.22,24.92,29.2,92.56
Uttar Pradesh,Amroha,Western UP,1997-98,Kharif,Rice,110260.3,322844.63,2928.0,839.4,3,34.6,0,12173.13,5112.71,2191.16,84.2,79.3,176.65,2.38,10.35,34.6,81.26
Uttar Pradesh,Amroha,Western UP,1997-98,Rabi,Wheat,87912.2,276633.75,3146.7,56.6,0,31.3,1,12101.22,5445.55,1815.18,84.2,79.3,220.24,2.22,-17.42,32.87,81.26
Uttar Pradesh,Amroha,Western UP,1998-99,Kharif,Rice,81139.2,223076.56,2749.3,834.8,6,33.9,0,8339.79,3502.71,1501.16,90.2,83.3,164.45,2.38,9.74,33.9,86.06
Uttar Pradesh,Amroha,Western UP,1998-99,Rabi,Wheat,101205.9,325655.11,3217.7,45.0,0,30.6,0,14268.01,6420.61,2140.2,90.2,83.3,225.57,2.22,-34.34,30.6,86.06
Uttar Pradesh,Amroha,Western UP,1999-00,Kharif,Rice,82674.1,244795.31,2961.0,800.9,4,33.4,0,10392.9,4365.02,1870.72,92.5,84.3,201.13,2.38,5.29,33.4,87.58
Uttar Pradesh,Amroha,Western UP,1999-00,Rabi,Wheat,116899.0,408369.36,3493.4,75.3,0,30.8,0,17662.9,7948.31,2649.44,92.5,84.3,241.75,2.22,9.87,30.8,87.58
Uttar Pradesh,Amroha,Western UP,2000-01,Kharif,Rice,93694.3,250919.65,2678.1,798.5,4,32.8,0,10576.05,4441.94,1903.69,92.6,81.6,180.61,2.38,4.97,32.8,86.0
Uttar Pradesh,Amroha,Western UP,2000-01,Rabi,Wheat,111386.1,375635.57,3372.4,91.7,0,30.3,0,17753.09,7988.89,2662.96,92.6,81.6,255.01,2.22,33.8,30.3,86.0
Uttar Pradesh,Amroha,Western UP,2001-02,Kharif,Rice,111470.3,304829.53,2734.6,596.3,4,33.2,0,12540.1,5266.84,2257.22,90.5,82.4,180.0,2.38,-21.61,33.2,85.64
